transport_type,route_id,origin_station,destination_station,weather_condition,event_type,season,day_of_week,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,traffic_congestion_index,holiday,peak_hour,event_attendance_est,log_event_attendance,has_event,year,month,day_of_month,weekday_num,is_weekend,quarter,departure_hour,departure_minute,arrival_hour,arrival_minute,departure_minutes,arrival_minutes,scheduled_trip_duration_min,departure_hour_sin,departure_hour_cos
Tram,Route_10,Station_46,Station_1,Storm,Unknown / Missing Event,Autumn,Saturday,31.8,57,15,6.5,99,0,0,10000,9.210440366976517,1,2023,1,14,5,1,1,17,2,17,38,1022,1058,36,-0.9681476403781076,-0.25038000405444183
Bus,Route_12,Station_32,Station_14,Storm,Sports,Spring,Wednesday,-0.9,67,30,15.6,59,0,0,10000,9.210440366976517,1,2023,1,18,2,0,1,9,0,9,53,540,593,53,0.7071067811865476,-0.7071067811865475
Metro,Route_3,Station_43,Station_22,Rain,Unknown / Missing Event,Spring,Wednesday,4.0,74,58,14.1,76,0,0,0,0.0,0,2023,1,18,2,0,1,23,15,23,45,1395,1425,30,-0.19509032201612872,0.9807852804032303
Train,Route_18,Station_45,Station_30,Rain,Parade,Spring,Tuesday,5.7,53,13,15.9,37,0,0,0,0.0,0,2023,1,10,1,0,1,14,30,15,22,870,922,52,-0.6087614290087207,-0.7933533402912352
Bus,Route_20,Station_32,Station_24,Fog,Unknown / Missing Event,Autumn,Friday,28.3,48,16,14.0,41,0,0,0,0.0,0,2023,1,13,4,0,1,16,47,17,8,1007,1028,21,-0.9496991262018767,-0.3131638064837503
Tram,Route_14,Station_34,Station_48,Fog,Unknown / Missing Event,Autumn,Monday,0.4,65,30,16.7,37,0,0,10000,9.210440366976517,1,2023,1,9,0,0,1,2,15,2,55,135,175,40,0.5555702330196022,0.8314696123025452
Bus,Route_4,Station_11,Station_32,Storm,Unknown / Missing Event,Spring,Thursday,32.5,81,25,10.4,17,0,0,0,0.0,0,2023,1,5,3,0,1,15,30,16,7,930,967,37,-0.7933533402912349,-0.6087614290087209
Bus,Route_4,Station_1,Station_15,Snow,Unknown / Missing Event,Spring,Monday,11.5,84,41,19.7,99,0,0,2000,7.601402334583733,1,2023,1,9,0,0,1,3,31,4,5,211,245,34,0.796002002534622,0.6052939880428944
Tram,Route_19,Station_19,Station_9,Clear,Sports,Spring,Saturday,13.9,89,54,5.3,7,0,1,0,0.0,0,2023,1,7,5,1,1,12,1,12,43,721,763,42,-0.004363309284746176,-0.9999904807207345
Bus,Route_10,Station_1,Station_13,Snow,Protest,Spring,Thursday,30.5,35,39,15.5,31,0,0,0,0.0,0,2023,1,12,3,0,1,3,15,3,37,195,217,22,0.7518398074789773,0.659345815100069
Bus,Route_5,Station_22,Station_32,Storm,Parade,Spring,Sunday,3.6,61,16,6.4,22,1,1,0,0.0,0,2023,1,1,6,1,1,6,34,7,1,394,421,27,0.9890158633619168,-0.14780941112961044
Train,Route_12,Station_17,Station_31,Rain,Festival,Summer,Thursday,4.6,39,44,8.7,98,1,0,10000,9.210440366976517,1,2023,1,5,3,0,1,8,19,9,3,499,543,44,0.8216469379421637,-0.569996762596303
Tram,Route_11,Station_20,Station_38,Snow,Unknown / Missing Event,Summer,Thursday,17.6,96,2,11.6,34,0,1,50000,10.819798284210286,1,2023,1,19,3,0,1,10,4,10,49,604,649,45,0.48480962024633717,-0.8746197071393957
Metro,Route_2,Station_47,Station_16,Snow,Concert,Autumn,Thursday,23.0,79,51,15.5,68,0,1,0,0.0,0,2023,1,5,3,0,1,17,32,18,9,1052,1089,37,-0.9925461516413221,-0.12186934340514717
Train,Route_9,Station_30,Station_14,Rain,Unknown / Missing Event,Summer,Wednesday,10.4,56,24,16.4,83,0,1,0,0.0,0,2023,1,4,2,0,1,16,33,17,4,993,1024,31,-0.9288095528719243,-0.3705574375098359
Metro,Route_13,Station_49,Station_48,Storm,Unknown / Missing Event,Spring,Wednesday,21.4,51,42,17.4,59,0,0,50000,10.819798284210286,1,2023,1,18,2,0,1,18,31,18,59,1111,1139,28,-0.9908658973868822,0.13485093027372327
Tram,Route_2,Station_39,Station_40,Fog,Unknown / Missing Event,Spring,Sunday,25.1,79,26,5.9,38,0,1,0,0.0,0,2023,1,15,6,1,1,21,3,21,32,1263,1292,29,-0.6977904598416802,0.7163019434246541
Train,Route_20,Station_3,Station_26,Storm,Unknown / Missing Event,Summer,Friday,18.0,32,31,4.0,88,0,0,2000,7.601402334583733,1,2023,1,13,4,0,1,2,4,2,34,124,154,30,0.5150380749100542,0.8571673007021123
Train,Route_7,Station_45,Station_42,Cloudy,Unknown / Missing Event,Summer,Wednesday,4.0,85,52,20.0,57,0,1,50000,10.819798284210286,1,2023,1,18,2,0,1,16,45,17,16,1005,1036,31,-0.9469301294951056,-0.3214394653031618
Metro,Route_10,Station_44,Station_29,Snow,Unknown / Missing Event,Spring,Monday,25.5,82,37,5.7,67,0,0,0,0.0,0,2023,1,2,0,0,1,13,0,13,45,780,825,45,-0.25881904510252035,-0.9659258262890684
Bus,Route_1,Station_10,Station_33,Fog,Concert,Summer,Wednesday,10.1,56,34,1.7,63,0,0,500,6.2166061010848646,1,2023,1,4,2,0,1,21,0,21,30,1260,1290,30,-0.7071067811865477,0.7071067811865474
Tram,Route_12,Station_31,Station_37,Storm,Concert,Autumn,Sunday,4.4,78,9,15.3,30,0,0,0,0.0,0,2023,1,15,6,1,1,19,15,19,45,1155,1185,30,-0.9469301294951057,0.3214394653031615
Bus,Route_15,Station_39,Station_46,Rain,Sports,Summer,Friday,16.4,79,28,3.1,44,0,0,0,0.0,0,2023,1,20,4,0,1,8,46,9,26,526,566,40,0.7489557207890021,-0.6626200482157376
Tram,Route_13,Station_10,Station_10,Rain,Concert,Autumn,Friday,6.1,83,55,18.2,91,0,0,0,0.0,0,2023,1,20,4,0,1,3,16,3,46,196,226,30,0.754709580222772,0.6560590289905073
Train,Route_5,Station_8,Station_4,Fog,Unknown / Missing Event,Spring,Tuesday,23.8,53,38,6.4,1,1,0,0,0.0,0,2023,1,3,1,0,1,5,47,6,15,347,375,28,0.9983916705573488,0.05669278756337759
Bus,Route_7,Station_21,Station_48,Snow,Parade,Spring,Tuesday,16.6,66,11,3.5,78,0,1,0,0.0,0,2023,1,10,1,0,1,22,16,23,7,1336,1387,51,-0.438371146789077,0.8987940462991671
Metro,Route_8,Station_19,Station_40,Cloudy,Unknown / Missing Event,Winter,Wednesday,0.9,66,9,10.1,11,0,1,0,0.0,0,2023,1,11,2,0,1,12,45,13,12,765,792,27,-0.19509032201612792,-0.9807852804032305
Bus,Route_17,Station_10,Station_28,Cloudy,Unknown / Missing Event,Winter,Monday,32.6,55,38,7.5,62,0,0,50000,10.819798284210286,1,2023,1,2,0,0,1,12,48,13,35,768,815,47,-0.20791169081775907,-0.9781476007338057
Bus,Route_3,Station_6,Station_28,Rain,Concert,Spring,Sunday,32.7,84,11,15.3,54,0,0,0,0.0,0,2023,1,8,6,1,1,20,1,20,49,1201,1249,48,-0.8638355052043958,0.5037739770455261
Train,Route_20,Station_46,Station_10,Fog,Protest,Autumn,Wednesday,18.5,97,7,19.7,21,0,0,0,0.0,0,2023,1,4,2,0,1,2,48,3,13,168,193,25,0.6691306063588582,0.7431448254773942
Metro,Route_18,Station_38,Station_17,Rain,Unknown / Missing Event,Autumn,Tuesday,4.8,96,13,3.1,91,0,0,0,0.0,0,2023,1,17,1,0,1,7,18,7,36,438,456,18,0.9426414910921783,-0.333806859233771
Tram,Route_5,Station_25,Station_18,Rain,Unknown / Missing Event,Summer,Thursday,5.3,41,8,5.5,13,0,0,50000,10.819798284210286,1,2023,1,12,3,0,1,19,48,20,17,1188,1217,29,-0.891006524188368,0.45399049973954664
Train,Route_4,Station_12,Station_26,Storm,Concert,Summer,Sunday,25.1,89,47,11.6,82,0,0,10000,9.210440366976517,1,2023,1,15,6,1,1,21,16,22,9,1276,1329,53,-0.6560590289905074,0.7547095802227719
Tram,Route_20,Station_38,Station_11,Storm,Unknown / Missing Event,Spring,Friday,27.9,69,11,15.9,16,0,0,10000,9.210440366976517,1,2023,1,6,4,0,1,10,1,10,34,601,634,33,0.49621650367520803,-0.8681988144891424
Metro,Route_16,Station_44,Station_49,Clear,Unknown / Missing Event,Autumn,Saturday,24.0,63,3,4.6,77,0,0,0,0.0,0,2023,1,14,5,1,1,23,1,23,47,1381,1427,46,-0.2546019482055278,0.9670459389139431
Metro,Route_3,Station_19,Station_22,Rain,Concert,Autumn,Sunday,31.5,38,20,3.1,26,0,0,0,0.0,0,2023,1,1,6,1,1,13,0,13,32,780,812,32,-0.25881904510252035,-0.9659258262890684
Tram,Route_2,Station_39,Station_12,Cloudy,Unknown / Missing Event,Autumn,Wednesday,7.1,94,30,9.6,66,0,0,0,0.0,0,2023,1,18,2,0,1,12,48,13,14,768,794,26,-0.20791169081775907,-0.9781476007338057
Tram,Route_18,Station_22,Station_29,Cloudy,Unknown / Missing Event,Winter,Sunday,27.7,84,38,17.3,32,0,0,10000,9.210440366976517,1,2023,1,15,6,1,1,12,33,13,26,753,806,53,-0.1434926219911791,-0.9896513868196702
Metro,Route_19,Station_31,Station_40,Snow,Unknown / Missing Event,Autumn,Wednesday,26.4,43,10,13.8,46,0,0,2000,7.601402334583733,1,2023,1,4,2,0,1,3,18,3,57,198,237,39,0.760405965600031,0.6494480483301835
Bus,Route_7,Station_2,Station_48,Fog,Unknown / Missing Event,Summer,Saturday,16.6,31,33,1.7,26,0,0,0,0.0,0,2023,1,21,5,1,1,15,17,16,1,917,961,44,-0.7575649843840494,-0.6527597524627227
Metro,Route_12,Station_40,Station_10,Cloudy,Unknown / Missing Event,Spring,Monday,12.1,54,57,14.1,10,0,0,50000,10.819798284210286,1,2023,1,16,0,0,1,3,31,4,12,211,252,41,0.796002002534622,0.6052939880428944
Tram,Route_12,Station_43,Station_14,Rain,Sports,Summer,Tuesday,4.7,49,51,1.6,72,0,0,10000,9.210440366976517,1,2023,1,10,1,0,1,1,34,2,11,94,131,37,0.3987490689252462,0.917060074385124
Bus,Route_5,Station_2,Station_18,Clear,Sports,Summer,Friday,18.1,71,26,13.8,79,1,0,10000,9.210440366976517,1,2023,1,20,4,0,1,6,46,7,28,406,448,42,0.9799247046208296,-0.19936793441719705
Tram,Route_5,Station_20,Station_42,Snow,Concert,Autumn,Sunday,13.6,54,59,5.6,2,0,0,0,0.0,0,2023,1,8,6,1,1,17,19,17,50,1039,1070,31,-0.9840406976462908,-0.17794354547384236
Bus,Route_12,Station_34,Station_46,Clear,Sports,Summer,Thursday,16.1,50,18,11.0,27,0,0,0,0.0,0,2023,1,5,3,0,1,3,49,4,20,229,260,31,0.8410390129643924,0.540974471367994
Tram,Route_3,Station_10,Station_16,Snow,Unknown / Missing Event,Winter,Saturday,14.8,70,16,17.3,58,0,0,500,6.2166061010848646,1,2023,1,7,5,1,1,15,34,15,53,934,953,19,-0.8038568606172171,-0.5948227867513417
Bus,Route_19,Station_4,Station_34,Rain,Unknown / Missing Event,Spring,Tuesday,24.9,57,27,8.9,93,0,0,500,6.2166061010848646,1,2023,1,3,1,0,1,6,31,7,0,391,420,29,0.9908658973868822,-0.13485093027372297
Bus,Route_16,Station_17,Station_1,Rain,Unknown / Missing Event,Winter,Saturday,12.0,54,54,15.6,69,0,0,50000,10.819798284210286,1,2023,1,7,5,1,1,22,16,23,8,1336,1388,52,-0.438371146789077,0.8987940462991671
Metro,Route_7,Station_48,Station_25,Clear,Sports,Winter,Saturday,8.0,93,1,10.5,50,1,0,0,0.0,0,2023,1,14,5,1,1,2,19,2,40,139,160,21,0.569996762596303,0.8216469379421637
Metro,Route_4,Station_1,Station_13,Cloudy,Unknown / Missing Event,Autumn,Monday,3.4,33,34,1.8,77,0,0,0,0.0,0,2023,1,9,0,0,1,23,16,23,59,1396,1439,43,-0.19080899537654467,0.981627183447664
Train,Route_7,Station_30,Station_30,Fog,Unknown / Missing Event,Summer,Sunday,21.8,88,29,14.7,95,0,0,0,0.0,0,2023,1,15,6,1,1,14,1,14,25,841,865,24,-0.5037739770455262,-0.8638355052043958
Tram,Route_8,Station_18,Station_15,Snow,Unknown / Missing Event,Spring,Sunday,0.1,90,30,18.5,46,0,0,500,6.2166061010848646,1,2023,1,1,6,1,1,6,0,6,35,360,395,35,1.0,6.123233995736766e-17
Tram,Route_17,Station_19,Station_47,Storm,Unknown / Missing Event,Winter,Sunday,25.2,38,1,14.9,90,1,1,0,0.0,0,2023,1,8,6,1,1,23,49,0,30,1429,30,41,-0.04797812852134387,0.9988483864849507
Metro,Route_6,Station_42,Station_11,Snow,Concert,Spring,Friday,25.5,69,38,13.4,81,0,0,0,0.0,0,2023,1,13,4,0,1,3,1,3,27,181,207,26,0.7101853756232853,0.7040147244559684
Metro,Route_10,Station_26,Station_17,Rain,Unknown / Missing Event,Spring,Monday,-0.3,51,37,1.2,76,0,0,500,6.2166061010848646,1,2023,1,16,0,0,1,21,34,21,53,1294,1313,19,-0.594822786751341,0.8038568606172175
Train,Route_2,Station_19,Station_36,Rain,Concert,Spring,Thursday,20.1,71,14,13.1,13,0,1,500,6.2166061010848646,1,2023,1,12,3,0,1,22,47,23,9,1367,1389,22,-0.31316380648375036,0.9496991262018767
Train,Route_3,Station_2,Station_22,Snow,Unknown / Missing Event,Winter,Saturday,26.4,86,17,14.7,36,0,0,0,0.0,0,2023,1,14,5,1,1,14,30,15,2,870,902,32,-0.6087614290087207,-0.7933533402912352
Metro,Route_8,Station_4,Station_21,Storm,Unknown / Missing Event,Autumn,Saturday,7.1,57,16,14.8,86,0,1,0,0.0,0,2023,1,21,5,1,1,12,34,13,28,754,808,54,-0.1478094111296106,-0.9890158633619168
Bus,Route_20,Station_6,Station_2,Storm,Unknown / Missing Event,Summer,Wednesday,10.4,67,20,8.2,38,0,0,50000,10.819798284210286,1,2023,1,18,2,0,1,20,34,20,53,1234,1253,19,-0.782608156852414,0.6225146366376193
Bus,Route_5,Station_26,Station_18,Storm,Unknown / Missing Event,Spring,Wednesday,2.0,93,55,10.5,88,1,0,10000,9.210440366976517,1,2023,1,11,2,0,1,22,1,22,40,1321,1360,39,-0.49621650367520886,0.8681988144891419
Tram,Route_13,Station_30,Station_34,Clear,Unknown / Missing Event,Spring,Monday,0.1,82,13,11.7,7,1,0,2000,7.601402334583733,1,2023,1,2,0,0,1,23,2,23,37,1382,1417,35,-0.2503800040544419,0.9681476403781076
Train,Route_15,Station_19,Station_41,Cloudy,Unknown / Missing Event,Summer,Sunday,-1.5,35,46,9.0,91,0,0,0,0.0,0,2023,1,1,6,1,1,10,31,11,9,631,669,38,0.37864861735243294,-0.9255405040175664
Tram,Route_7,Station_5,Station_20,Fog,Sports,Winter,Tuesday,8.5,57,52,3.2,20,0,1,0,0.0,0,2023,1,10,1,0,1,19,49,20,37,1189,1237,48,-0.8890171414857366,0.45787391511695635
Metro,Route_19,Station_50,Station_46,Cloudy,Concert,Summer,Monday,29.4,55,26,4.2,11,0,0,50000,10.819798284210286,1,2023,1,16,0,0,1,1,0,1,54,60,114,54,0.25881904510252074,0.9659258262890683
Tram,Route_7,Station_41,Station_42,Storm,Unknown / Missing Event,Autumn,Tuesday,20.5,50,55,18.5,74,0,0,0,0.0,0,2023,1,3,1,0,1,7,30,8,29,450,509,59,0.9238795325112867,-0.3826834323650897
Train,Route_15,Station_26,Station_31,Fog,Unknown / Missing Event,Winter,Tuesday,12.5,58,56,15.9,24,0,0,2000,7.601402334583733,1,2023,1,3,1,0,1,13,45,14,6,825,846,21,-0.44228869021900147,-0.8968727415326883
Train,Route_15,Station_6,Station_18,Rain,Unknown / Missing Event,Winter,Friday,4.4,66,47,13.4,3,0,0,0,0.0,0,2023,1,13,4,0,1,17,18,17,53,1038,1073,35,-0.9832549075639545,-0.18223552549214778
Bus,Route_3,Station_42,Station_1,Rain,Festival,Summer,Sunday,-2.8,78,52,8.3,43,0,0,0,0.0,0,2023,1,15,6,1,1,22,3,22,37,1323,1357,34,-0.48862124149695535,0.872496007072797
Tram,Route_2,Station_40,Station_6,Fog,Unknown / Missing Event,Spring,Monday,23.7,85,3,17.8,51,0,0,50000,10.819798284210286,1,2023,1,16,0,0,1,4,45,5,7,285,307,22,0.9469301294951057,0.3214394653031615
Train,Route_19,Station_25,Station_48,Clear,Sports,Spring,Tuesday,7.1,86,32,13.8,41,0,0,0,0.0,0,2023,1,17,1,0,1,13,33,14,24,813,864,51,-0.3947438563842668,-0.9187912101488985
Bus,Route_4,Station_30,Station_45,Snow,Festival,Autumn,Thursday,26.7,77,50,16.2,15,0,1,0,0.0,0,2023,1,5,3,0,1,6,15,6,44,375,404,29,0.9978589232386035,-0.06540312923014292
Train,Route_4,Station_5,Station_31,Rain,Unknown / Missing Event,Autumn,Sunday,3.6,83,0,7.7,58,0,0,0,0.0,0,2023,1,8,6,1,1,9,31,10,5,571,605,34,0.6052939880428945,-0.796002002534622
Train,Route_14,Station_13,Station_49,Clear,Parade,Spring,Monday,2.5,92,1,7.2,74,0,0,50000,10.819798284210286,1,2023,1,2,0,0,1,3,18,3,49,198,229,31,0.760405965600031,0.6494480483301835
Metro,Route_20,Station_32,Station_4,Rain,Parade,Spring,Monday,23.1,91,5,3.7,22,0,0,500,6.2166061010848646,1,2023,1,9,0,0,1,16,19,16,55,979,1015,36,-0.9044551454543679,-0.4265687399014586
Train,Route_19,Station_19,Station_11,Fog,Unknown / Missing Event,Winter,Thursday,34.9,41,39,11.3,47,0,0,10000,9.210440366976517,1,2023,1,5,3,0,1,16,46,17,16,1006,1036,30,-0.9483236552061992,-0.31730465640509264
Tram,Route_18,Station_44,Station_13,Storm,Festival,Spring,Thursday,30.7,61,33,8.6,23,0,0,0,0.0,0,2023,1,19,3,0,1,13,45,14,12,825,852,27,-0.44228869021900147,-0.8968727415326883
Train,Route_17,Station_5,Station_4,Cloudy,Unknown / Missing Event,Spring,Saturday,26.0,71,4,2.9,62,0,1,0,0.0,0,2023,1,14,5,1,1,17,48,18,25,1068,1105,37,-0.9986295347545738,-0.052335956242944306
Tram,Route_12,Station_48,Station_12,Cloudy,Unknown / Missing Event,Summer,Monday,15.7,59,10,14.5,19,0,1,0,0.0,0,2023,1,9,0,0,1,8,19,8,45,499,525,26,0.8216469379421637,-0.569996762596303
Bus,Route_9,Station_35,Station_26,Snow,Unknown / Missing Event,Autumn,Monday,14.5,96,33,18.4,84,0,0,0,0.0,0,2023,1,2,0,0,1,12,2,12,41,722,761,39,-0.008726535498373713,-0.9999619230641713
Metro,Route_1,Station_27,Station_24,Clear,Sports,Autumn,Saturday,8.6,83,2,18.1,3,0,1,0,0.0,0,2023,1,7,5,1,1,12,48,13,40,768,820,52,-0.20791169081775907,-0.9781476007338057
Tram,Route_14,Station_8,Station_26,Fog,Unknown / Missing Event,Spring,Saturday,31.0,54,38,17.0,47,0,0,0,0.0,0,2023,1,7,5,1,1,18,2,18,32,1082,1112,30,-0.9999619230641713,0.008726535498374096
Train,Route_18,Station_47,Station_44,Rain,Sports,Spring,Wednesday,20.1,35,17,0.0,18,0,0,10000,9.210440366976517,1,2023,1,11,2,0,1,12,30,13,25,750,805,55,-0.13052619222005132,-0.9914448613738105
Tram,Route_4,Station_17,Station_42,Rain,Protest,Summer,Saturday,2.2,31,5,16.9,3,0,1,0,0.0,0,2023,1,7,5,1,1,3,49,4,10,229,250,21,0.8410390129643924,0.540974471367994
Bus,Route_12,Station_22,Station_48,Clear,Unknown / Missing Event,Winter,Wednesday,15.3,57,57,18.4,61,0,1,500,6.2166061010848646,1,2023,1,18,2,0,1,15,46,16,7,946,967,21,-0.8338858220671681,-0.5519369853120584
Tram,Route_6,Station_17,Station_37,Clear,Concert,Summer,Sunday,-2.9,34,19,5.4,64,0,0,500,6.2166061010848646,1,2023,1,1,6,1,1,7,1,7,59,421,479,58,0.964787323828813,-0.2630312144579746
Metro,Route_13,Station_32,Station_17,Fog,Protest,Autumn,Friday,15.2,46,14,5.4,71,0,0,2000,7.601402334583733,1,2023,1,13,4,0,1,13,16,14,7,796,847,51,-0.32556815445715676,-0.9455185755993167
Train,Route_2,Station_13,Station_47,Snow,Unknown / Missing Event,Spring,Tuesday,30.2,73,59,1.4,62,0,0,0,0.0,0,2023,1,17,1,0,1,17,2,17,53,1022,1073,51,-0.9681476403781076,-0.25038000405444183
Tram,Route_3,Station_40,Station_11,Fog,Unknown / Missing Event,Summer,Thursday,-2.5,94,13,6.6,13,0,1,0,0.0,0,2023,1,19,3,0,1,3,31,3,53,211,233,22,0.796002002534622,0.6052939880428944
Train,Route_6,Station_44,Station_12,Snow,Unknown / Missing Event,Spring,Thursday,24.4,33,12,14.7,81,0,0,0,0.0,0,2023,1,5,3,0,1,2,1,2,33,121,153,32,0.5037739770455263,0.8638355052043957
Metro,Route_17,Station_12,Station_42,Clear,Unknown / Missing Event,Winter,Sunday,29.7,81,35,1.8,49,0,1,0,0.0,0,2023,1,1,6,1,1,14,4,14,34,844,874,30,-0.5150380749100542,-0.8571673007021123
Tram,Route_9,Station_35,Station_4,Rain,Festival,Summer,Saturday,26.7,33,47,16.2,86,0,0,0,0.0,0,2023,1,14,5,1,1,8,16,8,59,496,539,43,0.8290375725550417,-0.5591929034707467
Bus,Route_9,Station_12,Station_41,Rain,Unknown / Missing Event,Winter,Monday,6.7,89,58,14.2,24,0,1,0,0.0,0,2023,1,16,0,0,1,23,17,23,53,1397,1433,36,-0.18652403600873563,0.9824503977255096
Bus,Route_10,Station_46,Station_49,Clear,Festival,Winter,Friday,-4.2,35,51,13.8,6,0,1,50000,10.819798284210286,1,2023,1,13,4,0,1,23,4,23,57,1384,1437,53,-0.24192189559966787,0.9702957262759965
Tram,Route_19,Station_50,Station_36,Clear,Concert,Autumn,Wednesday,17.1,45,34,11.3,11,0,1,0,0.0,0,2023,1,18,2,0,1,16,4,16,29,964,989,25,-0.8746197071393959,-0.48480962024633684
Bus,Route_14,Station_13,Station_18,Snow,Unknown / Missing Event,Winter,Tuesday,27.3,45,53,8.8,31,0,0,0,0.0,0,2023,1,17,1,0,1,21,46,22,21,1306,1341,35,-0.5519369853120577,0.8338858220671685
Train,Route_16,Station_47,Station_25,Snow,Unknown / Missing Event,Winter,Saturday,16.5,42,1,11.5,40,0,0,0,0.0,0,2023,1,7,5,1,1,4,45,5,15,285,315,30,0.9469301294951057,0.3214394653031615
Bus,Route_18,Station_42,Station_41,Cloudy,Unknown / Missing Event,Winter,Monday,8.7,68,32,7.3,17,0,0,0,0.0,0,2023,1,16,0,0,1,15,49,16,14,949,974,25,-0.8410390129643924,-0.540974471367994
Bus,Route_14,Station_7,Station_23,Storm,Concert,Spring,Tuesday,-3.8,66,3,4.9,58,0,1,0,0.0,0,2023,1,10,1,0,1,14,0,14,51,840,891,51,-0.5000000000000001,-0.8660254037844386
Train,Route_1,Station_40,Station_17,Clear,Unknown / Missing Event,Winter,Monday,18.3,43,13,6.4,86,0,0,0,0.0,0,2023,1,16,0,0,1,4,4,4,35,244,275,31,0.8746197071393957,0.4848096202463371
Tram,Route_14,Station_8,Station_4,Snow,Unknown / Missing Event,Autumn,Wednesday,31.8,70,34,9.5,76,0,0,0,0.0,0,2023,1,18,2,0,1,10,48,11,13,648,673,25,0.3090169943749475,-0.9510565162951535
Train,Route_2,Station_39,Station_11,Fog,Unknown / Missing Event,Autumn,Friday,4.9,62,37,15.2,0,0,0,0,0.0,0,2023,1,6,4,0,1,14,15,14,46,855,886,31,-0.5555702330196023,-0.8314696123025452
Metro,Route_17,Station_25,Station_20,Fog,Festival,Spring,Wednesday,22.5,86,51,4.7,69,0,0,10000,9.210440366976517,1,2023,1,4,2,0,1,11,4,11,56,664,716,52,0.24192189559966773,-0.9702957262759965
Train,Route_5,Station_43,Station_22,Fog,Unknown / Missing Event,Winter,Saturday,-1.2,44,9,16.7,60,0,0,0,0.0,0,2023,1,14,5,1,1,14,17,15,9,857,909,52,-0.5628049276950682,-0.8265897491271889
Bus,Route_17,Station_5,Station_37,Fog,Protest,Autumn,Sunday,22.9,53,31,10.2,24,0,1,0,0.0,0,2023,1,8,6,1,1,8,48,9,41,528,581,53,0.7431448254773942,-0.6691306063588582
Train,Route_7,Station_1,Station_4,Clear,Concert,Winter,Sunday,-3.2,57,7,14.0,19,0,0,0,0.0,0,2023,1,1,6,1,1,10,0,10,34,600,634,34,0.49999999999999994,-0.8660254037844387
Train,Route_1,Station_28,Station_7,Snow,Parade,Summer,Monday,3.0,80,31,19.1,52,0,0,0,0.0,0,2023,1,9,0,0,1,3,17,3,50,197,230,33,0.7575649843840495,0.6527597524627226
Tram,Route_20,Station_6,Station_12,Snow,Concert,Summer,Wednesday,17.1,30,55,13.7,88,0,0,0,0.0,0,2023,1,4,2,0,1,8,33,8,54,513,534,21,0.7853169308807448,-0.6190939493098341
Metro,Route_19,Station_29,Station_21,Fog,Unknown / Missing Event,Spring,Friday,7.9,84,22,12.2,68,0,0,0,0.0,0,2023,1,20,4,0,1,5,49,6,19,349,379,30,0.9988483864849507,0.04797812852134391
Metro,Route_7,Station_48,Station_27,Snow,Festival,Autumn,Saturday,12.2,71,25,16.3,26,0,1,50000,10.819798284210286,1,2023,1,7,5,1,1,14,0,14,49,840,889,49,-0.5000000000000001,-0.8660254037844386
Metro,Route_4,Station_30,Station_25,Rain,Unknown / Missing Event,Spring,Monday,3.5,56,43,6.7,5,0,0,0,0.0,0,2023,1,9,0,0,1,20,17,20,44,1217,1244,27,-0.8265897491271886,0.5628049276950685
Tram,Route_14,Station_7,Station_28,Clear,Unknown / Missing Event,Summer,Tuesday,33.6,41,30,12.4,88,0,0,10000,9.210440366976517,1,2023,1,17,1,0,1,0,17,1,4,17,64,47,0.07410849019539924,0.9972501850994857
Bus,Route_15,Station_33,Station_50,Clear,Unknown / Missing Event,Autumn,Wednesday,-1.8,73,53,16.3,28,0,1,50000,10.819798284210286,1,2023,1,4,2,0,1,6,1,6,55,361,415,54,0.9999904807207345,-0.00436330928474646
Bus,Route_6,Station_23,Station_33,Rain,Sports,Winter,Monday,33.7,75,19,2.9,56,0,1,0,0.0,0,2023,1,16,0,0,1,10,18,11,1,618,661,43,0.4305110968082951,-0.9025852843498606
Bus,Route_1,Station_47,Station_46,Snow,Unknown / Missing Event,Winter,Sunday,30.3,95,28,7.0,94,0,1,0,0.0,0,2023,1,15,6,1,1,16,18,16,41,978,1001,23,-0.9025852843498606,-0.43051109680829514
Train,Route_2,Station_37,Station_46,Snow,Parade,Winter,Saturday,31.2,82,41,13.1,4,0,1,500,6.2166061010848646,1,2023,1,7,5,1,1,17,46,18,25,1066,1105,39,-0.9981347984218669,-0.06104853953485769
Bus,Route_14,Station_28,Station_25,Fog,Concert,Spring,Wednesday,9.6,65,45,16.6,62,0,1,50000,10.819798284210286,1,2023,1,4,2,0,1,8,1,8,46,481,526,45,0.8638355052043957,-0.5037739770455262
Train,Route_4,Station_10,Station_23,Snow,Sports,Spring,Tuesday,28.7,42,25,0.6,93,0,0,0,0.0,0,2023,1,10,1,0,1,13,4,13,53,784,833,49,-0.275637355816999,-0.9612616959383189
Bus,Route_13,Station_34,Station_9,Cloudy,Unknown / Missing Event,Winter,Wednesday,9.8,43,41,15.3,94,0,0,0,0.0,0,2023,1,11,2,0,1,17,34,18,13,1054,1093,39,-0.9935718556765875,-0.11320321376790694
Metro,Route_14,Station_3,Station_47,Storm,Festival,Autumn,Monday,7.3,32,54,14.3,52,0,0,50000,10.819798284210286,1,2023,1,2,0,0,1,9,1,9,36,541,576,35,0.7040147244559682,-0.7101853756232854
Tram,Route_17,Station_50,Station_34,Fog,Festival,Winter,Wednesday,23.0,52,32,8.9,50,0,0,0,0.0,0,2023,1,4,2,0,1,7,18,8,13,438,493,55,0.9426414910921783,-0.333806859233771
